SKN,Name,Lat_DD,Lon_DD,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,NorthingY,EastingX,ElevFT,ElevM,Observer,MinYear,MaxYear,StationStatus,DataSources
69.6,Kuona Olu,19.60863781,-155.9786024,19,36,31.1,155,58,43,2170980.404,816942.319,10,3,EDNIE D,1954,1957,Discontinued,State
69.8,Lion Grass,19.62197061,-155.9555471,19,37,19.1,155,57,20,2172500.409,819336.201,1000,305,PUUWAAWAA RANCH,1958,1967,Discontinued,State
70.11,Kileo,19.72973994,-155.8263868,19,43,47.1,155,49,35,2184687.293,832671.662,4380,1335,PUUWAAWAA RANCH,1961,1974,Discontinued,State
70.12,Shangrila,19.7325179,-155.8438866,19,43,57.1,155,50,38,2184960.787,830830.082,4377,1334,PUUWAAWAA RANCH,1961,1974,Discontinued,State
70.15,Shangrila Mauka,19.72779615,-155.8511087,19,43,40.1,155,51,4,2184423.591,830082.169,4750,1448,PUUWAAWAA RANCH,1965,1974,Discontinued,State
70.5,Waiaha Stream 1,19.63197014,-155.9472142,19,37,55.1,155,56,50,2173623.78,820191.049,1540,470,BWS,1953,1957,Discontinued,State
70.6,Waiaha Stream 2,19.63363677,-155.9372146,19,38,1.1,155,56,14,2173827.245,821237.314,2060,628,USGS,1960,1985,Discontinued,State
73.11,Kahaluu Forest,19.58697317,-155.895548,19,35,13.1,155,53,44,2168736.925,825704.888,3300,1006,BISHOP ESTATE,1960,1962,Discontinued,State
73.21,Honalo 3,19.55836392,-155.8952697,19,33,30.1,155,53,43,2165568.076,825791.7,3000,915,WODEHOUSE CN,1966,1972,Discontinued,State
73.23,Field E,19.53503206,-155.9205462,19,32,6.1,155,55,14,2162935.385,823183.856,1720,524,KONA EXP STATION,1968,1970,Discontinued,State
73.24,Railroad,19.53364304,-155.9424901,19,32,1.1,155,56,33,2162740.2,820881.911,680,207,WALL RANCH,1969,1983,Discontinued,State
73.25,Pali Honohono,19.56808534,-155.8824924,19,34,5.1,155,52,57,2166669.456,827113.863,3400,1037,WALL RANCH,1970,1980,Discontinued,State
73.27,Honalo Mauka,19.54280936,-155.9249908,19,32,34.1,155,55,30,2163788.554,822701.572,1600,488,HIDEMANN ED,1971,1971,Discontinued,State
73.28,Waihou,19.53530984,-155.9008245,19,32,7.1,155,54,3,2163003.539,825254.634,2480,756,HIDEMANN ED,1964,1971,Discontinued,State
73.31,Puuloa-Alter,19.5589193,-155.9419352,19,33,32.1,155,56,31,2165541.286,820890.141,1000,305,ALTER MRS N,1973,1977,Discontinued,State
73.32,Honalo,19.53308764,-155.9291571,19,31,59.1,155,55,45,2162703.738,822283.342,1450,442,E FINEFROCK,1977,1983,Discontinued,State
73.34,Kainaliu,19.53333333,-155.9333333,19,32,0,155,56,0,2162723.093,821844.237,1364,416,SCAN,2005,Present,Current,SCAN
73.4,Keauhou Tst Ste,19.57530736,-155.9222139,19,34,31.1,155,55,20,2167393.905,822928.402,2040,622,HWA,1958,1960,Discontinued,State
73.5,Keauhou 2,19.5603083,-155.9169358,19,33,37.1,155,55,1,2165742.304,823512.585,2100,640,BISHOP ESTATE,1954,1957,Discontinued,State
74.2,Kahaluu Forest 2,19.60419327,-155.8430498,19,36,15.1,155,50,35,2170745.747,831181.786,4600,1402,BISHOP ESTATE,1960,1961,Discontinued,State
74.4,Monohaa,19.5486417,-155.8558257,19,32,55.1,155,51,21,2164566.697,829953.744,4000,1220,WALL RANCH,1969,1983,Discontinued,State
74.8,Kealakekua 4 74.8,19.508,-155.912,19,30,28.8,155,54,43.2,2159956.947,824135.43,1805,550,NCDC_Daily,2002,2006,Discontinued,NCDC_Daily
79.1,Upper Waiakea,19.57224615,-155.1955599,19,34,20.1,155,11,44,2168592.271,899257.357,6000,1829,STATE DIV FTRY,1964,1979,Discontinued,State
79.5,Kulani Farm,19.55807904,-155.3111132,19,33,29.1,155,18,40,2166755.75,887151.208,5340,1628,UH EXP STA,1975,1975,Discontinued,State
80.1,Humuula-Parker,19.70529263,-155.4722236,19,42,19.1,155,28,20,2182712.512,869887.567,6685,2038,PARKER S JR,1905,1914,Discontinued,State
81,Kulani Ditch,19.52197024,-155.2955573,19,31,19.1,155,17,44,2162788.972,888872.253,5120,1561,DEPT SOCIAL SVC,1948,1950,Discontinued,State
81.1,Kilauea For Res,19.50224841,-155.3247237,19,30,8.1,155,19,29,2160537.104,885854.121,5200,1585,UH BOTANY DEPT,1972,1974,Discontinued,State
82,Puu Oo,19.72362526,-155.385559,19,43,25.1,155,23,8,2184935.691,878940.331,6300,1921,SHIPMAN WH,1910,1975,Discontinued,"NCDC, State, State/NCDC"
82.2,Kole,19.74945733,-155.4191691,19,44,58,155,25,9,2187723.68,875352.54,860,262,DIV FISH & GAME,1976,1977,Discontinued,State
83.1,Wailuku River,19.71862652,-155.266117,19,43,7.1,155,15,58,2184653.309,891488.48,3620,1104,USGS,1967,1982,Discontinued,State
84,Saddle Rd,19.69362812,-155.2005624,19,41,37.1,155,12,2,2182035.192,898431.543,2340,713,BWS,1949,1974,Discontinued,"NCDC, State, State/NCDC"
85.2,Waiakea Uka*,19.66,-155.13,19,39,36,155,7,48,2178474.766,905924.729,997,304,Hydronet,1991,Present,Current,Hydronet
85.3,Ha's Farm 85.3,19.667,-155.1,19,40,1.2,155,5,60,2179322.738,909057.405,594,181,NCDC_Daily_Monthly,1907,1977,Discontinued,NCDC_Daily
86.4,Hilo Coan,19.722849,-155.0805644,19,43,22.3,155,4,50,2185560.988,910955.448,50,15,REV TITUS COAN,1846,1847,Discontinued,State
86.6,Hilo Countryclub,19.67807358,-155.1586186,19,40,41.1,155,9,31,2180410.071,902874.123,1520,463,WILLS REX II,1970,1978,Discontinued,State
87.2,Hilo Breakwater,19.72696086,-155.0422313,19,43,37.1,155,2,32,2186110.342,914969.004,15,5,US ENGINEERS,1911,1916,Discontinued,State
88,Waiakea,19.63863119,-155.1691731,19,38,19.1,155,10,9,2176012.913,901864.397,1920,585,PU SUGAR,1930,1951,Discontinued,State/NCDC
88.3,Piihonua-H Mill,19.71362744,-155.1305639,19,42,49.1,155,7,50,2184418.166,905730.054,1000,305,HAWAIIAN MILL,1906,1918,Discontinued,State
88.5,Kaumana 2,19.67196275,-155.1638962,19,40,19.1,155,9,50,2179720.169,902335.27,1720,524,HILO COUNTRY CLU,1932,1939,Discontinued,State
88.6,Waiakea Camp 8,19.64863111,-155.1205633,19,38,55.1,155,7,14,2177237.066,906944.469,1050,320,WAIAKEA MILL,1915,1939,Discontinued,State
88.9,Thrumms,19.704739,-155.1350082,19,42,17.1,155,8,6,2183422.222,905285.946,0,0,NORTHWOOD RP,1976,1977,Discontinued,State
89.11,Piihonua Kpua*,19.71,-155.14,19,42,36,155,8,24,2183993.484,904748.616,974,297,Hydronet,1991,Present,Current,Hydronet
89.4,Kaiwiki,19.75029229,-155.1288977,19,45,1.1,155,7,44,2188486.574,905812.114,1100,335,HILO SUGAR,1948,1967,Discontinued,State
89.5,Amauulu Camp 4,19.73362642,-155.1300086,19,44,1.1,155,7,48,2186636.444,905737.736,900,274,HILO SUGAR,1948,1958,Discontinued,State
89.6,Dairy,19.74140375,-155.1536193,19,44,29.1,155,9,13,2187442.133,903239.865,1500,457,HILO SUGAR,1952,1953,Discontinued,State
89.9,Piihonua 2,19.71362742,-155.1338972,19,42,49.1,155,8,2,2184410.184,905380.128,900,274,HILO SUGAR,1933,1939,Discontinued,State
91.11,Puna Macadamia O 91.11,19.618,-155.081,19,37,4.8,155,4,51.6,2173936.611,911177.758,790,241,NCDC_Daily,1992,Present,Current,NCDC_Daily
91.12,Hawaiian Beaches 91.12,19.533,-154.917,19,31,58.8,154,55,1.2,2164916.898,928632.162,318,97,NCDC_Daily,1992,2005,Discontinued,NCDC_Daily
91.13,Keaau Beach 91.13,19.641,-154.981,19,38,27.6,154,58,51.6,2176731.299,921622.737,1,0,NCDC_Daily,1996,2001,Discontinued,NCDC_Daily
91.14,Kurtistown 91.14,19.59,-155.083,19,35,24,155,4,58.8,2170827.782,911038.976,1001,305,NCDC_Daily,1999,2006,Discontinued,NCDC_Daily
91.2,Olaa (1650),19.53530469,-155.1205603,19,32,7.1,155,7,14,2164674.485,907230.451,1650,503,RUSSELL DR N,1893,1902,Discontinued,State
91.5,Orchid Land Est,19.55530513,-154.9905619,19,33,19.1,154,59,26,2167206.901,920841.717,430,131,HAWAII CTY DWS,1960,1993,Discontinued,"NCDC, State"
92.2,Keaau Orchard,19.6419662,-155.0105644,19,38,31.1,155,0,38,2176765.347,918514.779,90,27,KEAAU ORCHARD,1949,1978,Discontinued,State
92.4,Kukulu Kukui,19.63779937,-155.0391751,19,38,16.1,155,2,21,2176233.206,915520.36,275,84,SHIPMAN WH,1962,1976,Discontinued,State
92.5,Kiholo,19.82580556,-155.8925833,19,49,32.9,155,53,33.3,2195201.168,825531.814,932,284,USGS,2002,Present,Current,USGS
92.6,Keeau,19.67501957,-155.022509,19,40,30.1,155,1,21,2180400.397,917174.431,80,24,PUNA PAPAYA,1982,1983,Discontinued,State
92.7,Mahaiula 92.7,19.757,-155.976,19,45,25.2,155,58,33.6,2187420.233,816923.073,960,293,NCDC,1986,Present,Current,NCDC
93.12,Puuanahulu,19.83277778,-155.7697222,19,49,58,155,46,11,2196215.527,838398.283,2725,831,RAWS,2002,Present,Current,RAWS
93.2,Cape Kumukahi,19.51364496,-154.8188935,19,30,49.1,154,49,8,2163019.839,938997.924,65,20,USCG,1957,1959,Discontinued,State
93.3,Panika,19.82528884,-155.8472188,19,49,31,155,50,50,2195232.134,830288.945,2080,634,PUUWAAWAA RANCH,1957,1974,Discontinued,State
93.4,Eden Low,19.81862265,-155.8455523,19,49,7,155,50,44,2194496.865,830477.468,2150,655,PUUWAAWAA RANCH,1957,1974,Discontinued,State
93.5,Kapoho Land Str,19.50364409,-154.8605597,19,30,13.1,154,51,38,2161804.5,934643.968,290,88,BWS,1960,Present,Current,"NCDC, State"
93.7,Kukui Akau,19.83084408,-155.8527742,19,49,51,155,51,10,2195836.713,829695.022,1320,402,PUUWAAWAA RANCH,1961,1974,Discontinued,State
94,Kaupulehu Lava Flow,19.80333333,-155.9180556,19,48,12,155,55,5,2192662.682,822906.779,1221,372,RAWS,2009,Present,Current,RAWS
94.3,Mamane Paddock,19.77029258,-155.8272201,19,46,13.1,155,49,38,2189178.436,832500.085,3450,1052,PUUWAAWAA RANCH,1956,1974,Discontinued,State
94.5,Puu Waawaa,19.795,-155.8452778,19,47,42,155,50,43,2191880.302,830555.127,2326,709,RAWS,2003,Present,Current,RAWS
95.2,Puuhinei Padd,19.89694899,-155.7638863,19,53,49,155,45,50,2203337.109,838873.543,1500,457,PARKER RANCH,1914,1917,Discontinued,State
95.3,Puako (40),19.95528032,-155.8322176,19,57,19,155,49,56,2209663.29,831590.548,40,12,PARKER RANCH,1962,1967,Discontinued,State
95.6,Waikoloa,19.92416667,-155.7936111,19,55,27,155,47,37,2206292.968,835700.817,977,298,RAWS,2009,Present,Current,RAWS
95.7,Waikoloa Mauka,19.91639347,-155.8208292,19,54,59,155,49,15,2205377.555,832865.178,610,186,STUDEBAKER CH,1976,1977,Discontinued,State
95.9,Waikoloa Beach Rt 95.9,19.908,-155.86,19,54,28.8,155,51,36,2204370.481,828778.099,234,71,NCDC_Daily,1989,Present,Current,NCDC_Daily
98,Maunakea Beach,20.00722122,-155.8249955,20,0,26,155,49,30,2215432.18,832238.044,35,11,MAUNAKEA BEACH H,1967,1994,Discontinued,State
100.1,Waikii 4675,19.85861684,-155.6505568,19,51,31,155,39,2,2199322.29,850835.787,4675,1425,USDA FRUIT FLY L,1950,1950,Discontinued,State
100.2,Waikii (4800),19.85639474,-155.6461125,19,51,23,155,38,46,2199085.339,851306.616,4810,1466,CHARLES CAMPBELL,1978,1978,Discontinued,State
101,Pa Aalii,19.89778082,-155.6619444,19,53,52,155,39,43,2203638.119,849555.888,3640,1110,PARKER RANCH,1970,1977,Discontinued,State
101.1,Pta Keamuku,19.90222222,-155.6786111,19,54,8,155,40,43,2204095.649,847799.339,3366,1026,RAWS,2008,Present,Current,RAWS
102.2,Kemole House,19.89528145,-155.5572233,19,53,43,155,33,26,2203582.475,860537.846,5420,1652,PARKER RANCH,1914,1917,Discontinued,State
102.3,Puu Anuanu Padd,19.83028568,-155.5805576,19,49,49,155,34,50,2196330.322,858238.175,7500,2287,PARKER RANCH,1914,1917,Discontinued,State
102.7,Waikii (7400),19.82111958,-155.5844467,19,49,16,155,35,4,2195306.361,857850.919,7482,2281,CHARLES CAMPBELL,1978,1978,Discontinued,State
102.8,Ahumoa,19.83638889,-155.6130556,19,50,11,155,36,47,2196937.859,854816.849,6568,2002,RAWS,2009,Present,Current,RAWS
103.1,Mana,19.99694234,-155.5574989,19,59,49,155,33,27,2214847.309,860277.773,3520,1073,PARKER RANCH,1970,1976,Discontinued,State
103.2,Pakalani,19.99610827,-155.6130537,19,59,46,155,36,47,2214636.139,854460.241,3030,924,UHAES,1976,1984,Discontinued,State
107.2,Pohakuloa (5700),19.78028858,-155.5972248,19,46,49,155,35,50,2190754.848,856602.054,5700,1738,PARKER RANCH,1914,1917,Discontinued,State
107.4,PTA East,19.68277778,-155.5452778,19,40,58,155,32,43,2180059.853,862271.288,6430,1960,RAWS,1999,2004,Discontinued,RAWS
108,PTA Portable,19.74555556,-155.6272222,19,44,44,155,37,38,2186843.184,853532.266,5760,1756,RAWS,2000,Present,Current,RAWS
109,PTA Range 17,19.74583333,-155.6261111,19,44,45,155,37,34,2186876.284,853648.222,5690,1735,RAWS,2004,Present,Current,RAWS
110.1,Puunoho Paddock,19.98027671,-155.5138888,19,58,49,155,30,50,2213095.032,864884.603,4200,1280,PARKER RANCH,1914,1917,Discontinued,State
110.2,Nienie Yates,19.98860959,-155.5188886,19,59,19,155,31,8,2214007.566,864341.587,3845,1172,HAWN HOMELANDS,1976,1983,Discontinued,State
113.1,Puuhala,19.9136132,-155.4305575,19,54,49,155,25,50,2205890.944,873772.567,6500,1982,KUKAIAU RANCH,1914,1918,Discontinued,State
113.2,USGS HI,19.92666667,-155.44,19,55,36,155,26,24,2207316.584,872752.15,7103,2166,RAWS,2007,Present,Current,RAWS
114.1,Dairy Field,20.00305275,-155.4300006,20,0,11,155,25,48,2215804.368,873619.851,3160,963,KUKAIAU RANCH,1961,1970,Discontinued,State
116.1,Garden,19.94222299,-155.3733358,19,56,32,155,22,24,2209190.249,879702.154,4960,1512,KUKAIAU RANCH,1965,1973,Discontinued,State
118.1,Field 127,19.99860831,-155.3505585,19,59,55,155,21,2,2215491.378,881953.226,2180,665,HAMAKUA MILL,1958,1967,Discontinued,State
118.3,7A,20.00388571,-155.3705579,20,0,14,155,22,14,2216030.699,879845.218,2240,683,HAMAKUA MILL,1966,1984,Discontinued,State
118.4,Field 128,19.99860832,-155.3552807,19,59,55,155,21,19,2215480.594,881458.483,2280,695,HAMAKUA MILL,1968,1994,Discontinued,State
120.1,Puu Kea,19.89194785,-155.4072245,19,53,31,155,24,26,2203541.969,876269.666,8540,2604,KUKAIAU RANCH,1914,1932,Discontinued,State
121.1,Kukaiau 7850,19.89694815,-155.3638918,19,53,49,155,21,50,2204193.799,880800.583,7850,2393,UNKNOWN,1903,1905,Discontinued,State
122,Laaumaia,19.76695663,-155.3569487,19,46,1,155,21,25,2189802.408,881839.683,6580,2006,PARKER RANCH,1936,1947,Discontinued,State
123.1,Keanakolu-Parker,19.91361396,-155.3472253,19,54,49,155,20,50,2206078.795,882507.702,5500,1677,PARKER S JR,1905,1914,Discontinued,State
123.2,Kukaiau (5000),19.93027953,-155.3472253,19,55,49,155,20,50,2207925.891,882467.522,5000,1524,UNKNOWN,1902,1905,Discontinued,State
124.2,Keanakolu Camp,19.91750266,-155.3397255,19,55,3,155,20,23,2206526.907,883284.493,5280,1610,STATE DIV FTRY,1965,1983,Discontinued,State
125.12,Pua Akala,19.8,-155.3333333,19,48,0,155,20,0,2193518.244,884238.068,6394,1949,SCAN,2005,Present,Current,SCAN
126.1,Maulua 6200,19.87361694,-155.3372256,19,52,25,155,20,14,2201668.599,883652.508,6180,1884,KUKAIAU RANCH,1953,1972,Discontinued,State
127.2,Kukaiau (3400),19.98027628,-155.330559,19,58,49,155,19,50,2213505.378,884093.137,3400,1037,UNKNOWN,1895,1905,Discontinued,State
127.3,Keanakolu Trail,19.93694597,-155.2997262,19,56,13,155,17,59,2208773.837,887429.985,3800,1159,USDA FRUIT FLY L,1950,1950,Discontinued,State
127.4,Coffee Pond,19.98749801,-155.3566695,19,59,15,155,21,24,2214246.04,881339.787,2800,854,KUKAIAU RANCH,1966,1973,Discontinued,State
129,Hakalau,19.82111111,-155.3305556,19,49,16,155,19,50,2195864.397,884478.601,6400,1951,RAWS,2003,Present,Current,RAWS
130.1,Field 6,19.99527425,-155.2722269,19,59,43,155,16,20,2215302.779,890168.537,900,274,LAUPAHOEHOE SUG,1951,1961,Discontinued,State
131,Island Dairy,20,-155.2833333,20,0,0,155,16,60,2215800.692,888993.186,1160,354,SCAN,2005,Present,Current,SCAN
132.1,Kaiaakea,19.95194249,-155.1905609,19,57,7,155,11,26,2210692.256,898835.004,445,136,LAUPAHOEHOE SUG,1967,1970,Discontinued,State
132.3,Pohakupuka 132.3,19.95,-155.183,19,57,0,155,10,58.8,2210494.957,899632.41,274,84,NCDC_Daily,1993,Present,Current,NCDC_Daily
132.4,Kapehu Mauka 132.4,19.95,-155.217,19,57,0,155,13,1.2,2210414.192,896068.661,1158,353,NCDC_Daily,1993,1999,Discontinued,NCDC_Daily
132.5,Kihalani 132.5,19.97,-155.23,19,58,12,155,13,48,2212600.396,894656.212,828,252,NCDC_Daily,1998,Present,Current,NCDC_Daily
133.1,Laupahoehoe,19.98027372,-155.2305601,19,58,49,155,13,50,2213737.863,894571.882,452,138,BARNARD EW,1892,1942,Discontinued,State
133.3,Laupahoehoe P.D.*,19.98,-155.23,19,58,48,155,13,48,2213708.844,894631.26,384,117,Hydronet,1991,Present,Current,Hydronet
137.1,Puuohua Macey,19.92361223,-155.1938946,19,55,25,155,11,38,2207543.965,898556.823,1050,320,MACEY BB,1902,1905,Discontinued,State
137.2,Honohina Middle,19.93527757,-155.1638955,19,56,7,155,9,50,2208908.66,901672.243,275,84,PEPEEKEO SUGAR,1905,1912,Discontinued,State
138.2,Kahuna Falls 138.2,19.856,-155.141,19,51,21.6,155,8,27.6,2200175.535,904274.128,941,287,NCDC_Daily,1993,Present,Current,NCDC_Daily
140.5,Kauku 140.5,19.835,-155.149,19,50,6,155,8,56.4,2197828.44,903488.256,1483,452,NCDC_Daily,1994,2000,Discontinued,NCDC_Daily
141,Pepeekeo Mauka,19.84195432,-155.1222314,19,50,31,155,7,20,2198663.719,906278.51,870,265,PEPEEKEO SUGAR,1948,1962,Discontinued,State
144.2,Honomu (300),19.86361918,-155.1138982,19,51,49,155,6,50,2201085.522,907097.22,300,91,HONOMU SUGAR,1892,1899,Discontinued,State
144.3,Honomu (950),19.8636189,-155.1330641,19,51,49,155,7,59,2201039.208,905087.086,950,290,HONOMU SUGAR,1892,1898,Discontinued,State
144.4,Papaikou,19.78029123,-155.0972317,19,46,49,155,5,50,2191888.467,909058.948,350,107,ROGARS WH,1886,1889,Discontinued,State
144.7,Onomea,19.81528962,-155.1005653,19,48,55,155,6,2,2195760.194,908619.551,460,140,ONOMEA SUGAR,1950,1950,Discontinued,State
159.1,Honoipu,20.24359253,-155.8805429,20,14,36.9,155,52,50,2241509.779,825929.938,260,79,KAHUA RANCH,1942,1968,Discontinued,State
159.4,Pr Pasture #32,20.20970749,-155.8866542,20,12,34.9,155,53,12,2237743.681,825361.526,400,122,KOHALA SUGAR,1964,1968,Discontinued,State
160.1,Upolu Point Ap,20.26525609,-155.8572096,20,15,54.9,155,51,26,2243956.081,828324.112,90,27,HAWN AIRLINES,1939,1956,Discontinued,State
160.2,Station 28,20.24192648,-155.87221,20,14,30.9,155,52,20,2241341.651,826804.735,430,131,KOHALA SUGAR,1950,1957,Discontinued,State
160.3,Upolu Airport*,20.26,-155.86,20,15,36,155,51,36,2243368.21,828043.442,111,34,Hydronet,1991,Present,Current,Hydronet
162,Station 2,20.25359135,-155.8605433,20,15,12.9,155,51,38,2242657.114,828000.122,300,91,KOHALA SUGAR,1948,1952,Discontinued,State
162.1,Kokoiki,20.24025983,-155.8555438,20,14,24.9,155,51,20,2241190.037,828550.936,570,174,KAHUA RANCH,1942,1961,Discontinued,State
162.2,Station 25,20.23859325,-155.8438777,20,14,18.9,155,50,38,2241028.622,829774.342,625,191,KOHALA SUGAR,1950,1968,Discontinued,State
164.1,Puakea 13 #33,20.20165266,-155.8547112,20,12,5.9,155,51,17,2236914.379,828719.239,1160,354,KOHALA SUGAR,1966,1966,Discontinued,State
164.2,Station 34,20.20859638,-155.8505446,20,12,30.9,155,51,2,2237691.955,829140.413,1490,454,KOHALA SUGAR,1968,1971,Discontinued,State
165,Station 4,20.2535914,-155.8405441,20,15,12.9,155,50,26,2242696.95,830091.19,300,91,KOHALA SUGAR,1948,1963,Discontinued,State
168.1,Station 26,20.23026042,-155.8138794,20,13,48.9,155,48,50,2240165.515,832929.019,650,198,KOHALA SUGAR,1950,1952,Discontinued,State
171,Station 5,20.2435927,-155.8238787,20,14,36.9,155,49,26,2241622.546,831854.982,425,130,KOHALA SUGAR,1948,1952,Discontinued,State
172,Station 17,20.20692935,-155.8338788,20,12,24.9,155,50,2,2237540.48,830886.992,1450,442,KOHALA SUGAR,1923,1949,Discontinued,State
174,Station 6,20.25192483,-155.8072126,20,15,6.9,155,48,26,2242579.252,833579.884,190,58,KOHALA SUGAR,1948,1963,Discontinued,State
174.1,Kohala Parsonage,20.24692562,-155.8138791,20,14,48.9,155,48,50,2242011.922,832893.494,350,107,OSTROM REV A,1895,1900,Discontinued,State
174.3,Kapua Gulch #31,20.25248038,-155.8119346,20,15,8.9,155,48,43,2242631.277,833084.956,174,53,KOHALA SUGAR,1963,1968,Discontinued,State
176.2,Homestead Plant,20.20859568,-155.8272124,20,12,30.9,155,49,38,2237738.434,831580.699,1350,412,HC AUSTIN,1919,1929,Discontinued,State
177,Station 8,20.24025866,-155.7722141,20,14,24.9,155,46,20,2241357.719,837264.672,100,30,KOHALA SUGAR,1948,1952,Discontinued,State
178.1,Station 21,20.19192986,-155.8055471,20,11,30.9,155,48,20,2235935.492,833882.268,1850,564,KOHALA SUGAR,1946,1952,Discontinued,State
178.11,#4 WB-Kahua,20.12554592,-155.7774941,20,7,32,155,46,39,2228637.166,836959.428,3825,1166,KAHUA RANCH,1966,1967,Discontinued,State
178.2,Twin Reservoir,20.18359693,-155.7872148,20,11,0.9,155,47,14,2235049.286,835817.771,1880,573,KOHALA DITCH,1940,1968,Discontinued,State
178.4,Halawa,20.23025914,-155.7638813,20,13,48.9,155,45,50,2240266.813,838157.725,450,137,PATTON MRS WC,1904,1908,Discontinued,State
178.5,Puuhue Ranch,20.17193242,-155.8338796,20,10,19,155,50,2,2233663.097,830960.932,1854,565,WOODS SP,1902,1907,Discontinued,State
178.6,Waikanonoula,20.12526817,-155.7777719,20,7,31,155,46,40,2228605.829,836930.952,3830,1168,KAHUA RANCH,1958,1981,Discontinued,State
178.7,Kalahikiola,20.14693375,-155.8038817,20,8,49,155,48,14,2230953.534,834152.461,2760,841,KAHUA RANCH,1963,1982,Discontinued,State
178.8,Puu Aiea,20.12193553,-155.7994379,20,7,19,155,47,58,2228192.82,834670.742,3050,930,KAHUA RANCH,1962,1983,Discontinued,State
178.9,Puu Kaakihi,20.13665693,-155.8122148,20,8,12,155,48,44,2229798.182,833302.385,2520,768,KAHUA RANCH,1968,1983,Discontinued,State
181.2,Kehena,20.11860157,-155.7488837,20,7,7,155,44,56,2227926.004,839968.551,3840,1171,KOHALA DITCH,1912,1975,Discontinued,State
183,Station 19,20.19526181,-155.7472159,20,11,42.9,155,44,50,2236423.292,839976.748,940,287,KOHALA SUGAR,1948,1952,Discontinued,State
183.1,Puu Ahia,20.09193666,-155.7455507,20,5,31,155,44,44,2224978.386,840375.119,4360,1329,KAHUA RANCH,1942,1982,Discontinued,State
183.3,Station 30,20.20359461,-155.7572154,20,12,12.9,155,45,26,2237326.063,838912.693,790,241,KOHALA SUGAR,1966,1968,Discontinued,State
183.9,Keawewai Fort Fn,20.08749249,-155.7361066,20,5,15,155,44,10,2224505.314,841373.321,4710,1436,DOWALD,1969,1983,Discontinued,State
184.2,Awini Ranch,20.18026269,-155.7138836,20,10,48.9,155,42,50,2234830.121,843496.443,1100,335,AWINI RANCH,1896,1905,Discontinued,State
185,Kawainui Upper,20.08360377,-155.6772192,20,5,1,155,40,38,2224196.257,847546.262,4080,1244,HAWN IRRIG,1907,1948,Discontinued,"State, State/NCDC"
185.3,Honokane-P Ranch,20.13026775,-155.6305525,20,7,49,155,37,50,2229465.114,852327.009,750,229,PARKER RANCH,1936,1938,Discontinued,State
185.4,Upp Hamakua Dit,20.08443705,-155.6749971,20,5,4,155,40,30,2224293.228,847777.042,4020,1226,USGS,1964,1991,Discontinued,State
185.5,Waimanu,20.13443391,-155.639719,20,8,4,155,38,23,2229907.345,851358.337,15,5,USGS,1992,1993,Discontinued,USGS
185.7,Kawainui,20.08533333,-155.6811667,20,5,7.2,155,40,52.2,2224379.666,847129.201,4060,1238,USGS,2002,Present,Current,USGS
189,Waimea Plain,20.01666667,-155.6,20,0,60,155,35,60,2216941.951,855781.303,3039,927,SCAN,2005,Present,Current,SCAN
190.11,Alakahi,20.06943785,-155.6697196,20,4,10,155,40,11,2222642.274,848362.717,3570,1088,DOWALD,1961,1983,Discontinued,State
190.4,Keanuiomano Str,20.02749611,-155.6980529,20,1,39,155,41,53,2217936.053,845488.301,2410,735,USGS,1968,1991,Discontinued,State
190.5,Waikoloa Res,20.03805076,-155.6755531,20,2,17,155,40,32,2219152.267,847821.252,3310,1009,DOWALD,1969,1983,Discontinued,State
190.7,Kohakohau 8,20.02638493,-155.6869419,20,1,35,155,41,13,2217835.961,846654.302,2560,780,USGS,1976,1979,Discontinued,State
190.8,Alakahi-P Ranch,20.07332656,-155.6758305,20,4,24,155,40,33,2223060.396,847714.346,4040,1232,PARKER RANCH,1970,1977,Discontinued,State
190.9,High Pressure,20.08138167,-155.686108,20,4,53,155,41,10,2223931.514,846620.635,4250,1296,PARKER RANCH,1970,1977,Discontinued,State
191,Waimea-Kohala Ap,19.99694201,-155.6738868,19,59,49,155,40,26,2214600.723,848086.358,2665,813,HAWN AIRLINES,1953,1971,Discontinued,State
191.3,Lalamilo Reserv,20.01305219,-155.6713867,20,0,47,155,40,17,2216391.005,848312.709,2646,807,DOWALD,1968,1978,Discontinued,State
191.5,Lalamilo 24,20.005275,-155.6916643,20,0,19,155,41,30,2215487.13,846206.041,2490,759,DOWALD,1962,1983,Discontinued,State
191.6,Lalamilo 35,20.01944098,-155.6958308,20,1,10,155,41,45,2217048.126,845738.646,2380,726,DOWALD,1962,1983,Discontinued,State
192.4,Holoholuku 1,19.97360943,-155.635554,19,58,25,155,38,8,2212095.567,852153.472,3265,995,PARKER RANCH,1936,1943,Discontinued,State
192.7,Kamuela Upper*,20.03,-155.67,20,1,48,155,40,12,2218271.789,848420.532,3112,949,Hydronet,1992,Present,Current,Hydronet
192.9,Puukapu Hmstd 192.9,20.038,-155.631,20,2,16.8,155,37,51.6,2219240.127,852486.86,2945,898,NCDC_Daily,2004,2006,Discontinued,NCDC_Daily
194.1,Waikoloa Str,20.05193868,-155.6638866,20,3,7,155,39,50,2220715.479,849012.177,3580,1091,USGS,1960,1960,Discontinued,State
194.2,Kohala Mt Pipe L,20.08027061,-155.6472199,20,4,49,155,38,50,2223889.817,850694.213,3700,1128,PARKER RANCH,1914,1917,Discontinued,State
